u,v,edge_osmid,highway,lanes,name,oneway,reversed,length,junction,bridge,maxspeed,ref,service,access,area,tunnel,geometry,_record_type,number_of_accident,have_accident,lanes_diff,angle,slope
288994875,6886397805,524446006,secondary,2.0,深旺道 Sham Mong Road,True,False,6.606737002647981,,,,,,,,,"LINESTRING (114.1598754 22.3194714, 114.1598468 22.3195246)",edge,20,True,0.0,,-4.003961527063266
308473171,3230274026,102441826,residential,,廣東道 Canton Road,True,False,8.125677007441958,,,,,,,,,"LINESTRING (114.1680169 22.3149736, 114.1680079 22.3150462)",edge,494,True,0.0,,-1.6455384233360162
308473171,3230274006,963166386,tertiary,2.0,登打士街 Dundas Street,True,False,7.251087075779542,,,,,,,,,"LINESTRING (114.1680169 22.3149736, 114.1680856 22.3149882)",edge,158,True,0.0,,-3.048466494268624
308473172,3230274170,102443799,secondary,3.0,新填地街 Reclamation Street,True,False,4.517781191146031,,,,,,,,,"LINESTRING (114.1685012 22.3150669, 114.1684935 22.3151069)",edge,54,True,0.0,,1.1295800274533565
308473172,3230274041,963166386,tertiary,2.0,登打士街 Dundas Street,True,False,5.090578103011601,,,,,,,,,"LINESTRING (114.1685012 22.3150669, 114.16855 22.3150745)",edge,158,True,0.0,,6.106800778817623
308473173,3230274023,263839971,secondary,3.0,上海街 Shanghai Street,True,False,11.054642641633444,,,,,,,,,"LINESTRING (114.1689561 22.315141, 114.1689771 22.3150435)",edge,114,True,0.0,,-13.76337752282647
308473173,3230274192,963166386,tertiary,2.0,登打士街 Dundas Street,True,False,11.528947974658186,,,,,,,,,"LINESTRING (114.1689561 22.315141, 114.1690656 22.3151631)",edge,158,True,0.0,,2.2771608092445597
308473175,3230274366,150792162,residential,1.0,砵蘭街 Portland Street,True,False,11.065557082546167,,,,,,,,,"LINESTRING (114.1695449 22.3152511, 114.1695256 22.315349)",edge,37,True,0.0,,9.90691715086804
308473175,3230274296,311890776,tertiary,1.0,登打士街 Dundas Street,True,False,12.984004640730834,,,,,,,,,"LINESTRING (114.1695449 22.3152511, 114.1696677 22.3152781)",edge,158,True,0.0,,6.271801152741967
308473176,12071355357,150801671,tertiary,2.0,碧街 Pitt Street,True,False,5.61798087535097,,,,,,,,,"LINESTRING (114.1683196 22.3135053, 114.1683733 22.3135145)",edge,115,True,0.0,,-0.2313255757488907
308473177,12071361389,102443806,residential,2.0,碧街 Pitt Street,False,False,5.301186748918524,,,,,,,,,"LINESTRING (114.1688045 22.313588, 114.168855 22.3135975)",edge,115,True,0.0,,4.01327448131363
308473177,1151084890,1228381074,secondary,3.0,新填地街 Reclamation Street,True,False,74.2040626102529,,,,,,,,,"LINESTRING (114.1688045 22.313588, 114.1686687 22.3142434)",edge,54,True,-1.0,,-0.9917624461051986
308473178,11134374501,1200878741,secondary,3.0,上海街 Shanghai Street,True,False,24.427406167425342,,,,,,,,,"LINESTRING (114.1692614 22.3136721, 114.1693064 22.3134564)",edge,114,True,0.0,,2.6726558013512265
308473179,12071361444,102443801,tertiary,1.0,碧街 Pitt Street,True,False,7.103740446959775,,,,,,,,,"LINESTRING (114.1698428 22.3137803, 114.1697751 22.3137677)",edge,115,True,0.0,,-6.625896957266982
308473179,12071361443,102443802,residential,,碧街 Pitt Street,False,True,6.8898388360568985,,,,,,,,,"LINESTRING (114.1698428 22.3137803, 114.1699084 22.3137928)",edge,115,True,0.0,,-0.0581764577747619
308473179,12071361441,987256888,tertiary,1.0,砵蘭街 Portland Street,True,False,6.084581994189358,,,,,,,,,"LINESTRING (114.1698428 22.3137803, 114.169832 22.3138341)",edge,37,True,0.0,,5.867685122028538
308473180,6260814403,102454129,secondary,3.0,上海街 Shanghai Street,True,False,10.961825563298296,,,,,,,,,"LINESTRING (114.1694498 22.3127358, 114.1694694 22.3126389)",edge,114,True,0.0,,0.0332422925265061
308473180,10804883515,1452569826,primary,3.0,窩打老道 Waterloo Road,True,False,24.03859515282097,,,,,,,,,"LINESTRING (114.1694498 22.3127358, 114.1692197 22.3126981)",edge,3146,True,0.0,,-7.319105238812769
308473181,3230277085,102422598,tertiary,2.0,山東街 Shantung Street,True,False,4.410233480548604,,,,,,,,,"LINESTRING (114.1675907 22.3171141, 114.1675486 22.3171066)",edge,67,True,0.0,,2.3379177321761944
308473182,3230277492,102443799,secondary,3.0,新填地街 Reclamation Street,True,False,9.6234145570555,,,,,,,,,"LINESTRING (114.1680551 22.3172, 114.1680375 22.317285)",edge,54,True,0.0,,-4.690604661145546
308473182,3230277353,311890783,tertiary,2.0,山東街 Shantung Street,True,False,9.738851081017744,,,,,,,,,"LINESTRING (114.1680551 22.3172, 114.1679619 22.3171846)",edge,67,True,0.0,,1.5998909803610035
308473183,3230277355,263839971,secondary,3.0,上海街 Shanghai Street,True,False,9.672928911449125,,,,,,,,,"LINESTRING (114.1685003 22.3172869, 114.1685182 22.3172015)",edge,114,True,0.0,,5.593898773261244
308473183,3230277483,311890783,tertiary,2.0,山東街 Shantung Street,True,False,8.373542750975382,,,,,,,,,"LINESTRING (114.1685003 22.3172869, 114.1684209 22.3172703)",edge,67,True,0.0,,0.4202931687516342
308473185,3230277719,150792162,residential,1.0,砵蘭街 Portland Street,True,False,10.232465672061435,,,,,,,,,"LINESTRING (114.1690783 22.3173955, 114.1690586 22.3174857)",edge,37,True,0.0,,-2.9577492603837667
308473185,3230277610,1200878746,tertiary,2.0,山東街 Shantung Street,True,False,9.59138583107764,,,,,,,,,"LINESTRING (114.1690783 22.3173955, 114.1689873 22.3173767)",edge,67,True,0.0,,1.4952692469074191
308473186,10825885939,95489060,tertiary,2.0,山東街 Shantung Street,True,False,5.001154638714586,,,,,,,,,"LINESTRING (114.170358 22.3176083, 114.1704057 22.317617)",edge,67,True,0.0,,0.2894819418275681
308473186,10181859559,99517972,residential,,西洋菜南街 Sai Yeung Choi Street South,True,False,7.864473290416802,,,,,,,,,"LINESTRING (114.170358 22.3176083, 114.1703738 22.3175391)",edge,122,True,0.0,,0.1700926650814017
308473186,3230278485,101183500,residential,,西洋菜南街 Sai Yeung Choi Street South,True,False,6.460342982338225,,,,,,,,,"LINESTRING (114.170358 22.3176083, 114.1703443 22.317665)",edge,122,True,0.0,,1.7194615485233191
308473187,3230278507,102640431,tertiary,1.0,山東街 Shantung Street,True,False,11.805633020895774,,,,,,,,,"LINESTRING (114.1709017 22.3177051, 114.1710142 22.3177261)",edge,67,True,0.0,,4.854386770141131
308473188,3230278501,102640458,unclassified,2.0,花園街 Fa Yuen Street,True,False,15.397395944992375,,,,,,,,,"LINESTRING (114.1714652 22.3178106, 114.171495 22.3176749)",edge,31,True,0.0,,-6.013354490007291
308473188,11235236463,494512917,tertiary,3.0,山東街 Shantung Street,True,False,53.24696045076569,,,,,,,,,"LINESTRING (114.1714652 22.3178106, 114.1719727 22.3179049)",edge,67,True,0.0,,-10.970834368625004
308473189,11196264030,99517996,primary,4.0,亞皆老街 Argyle Street,True,False,18.392956562619183,,,,,,,,,"LINESTRING (114.1672039 22.318917, 114.1670286 22.3188844)",edge,1570,True,0.0,,-5.928417424944193
308473190,3230280848,99517996,primary,4.0,亞皆老街 Argyle Street,True,False,12.534285519787016,,,,,,,,,"LINESTRING (114.1676802 22.3190063, 114.1675608 22.3189838)",edge,1570,True,0.0,,7.477547678140294
308473190,3230280999,246483031,secondary,3.0,新填地街 Reclamation Street,True,False,8.506512622401134,intersection,,,,,,,,"LINESTRING (114.1676802 22.3190063, 114.1676639 22.3190813)",edge,54,True,0.0,,1.2612026625206745
308473191,3230280976,1200878735,primary,4.0,亞皆老街 Argyle Street,True,False,11.341593813579411,,,,,,,,,"LINESTRING (114.1681318 22.3190943, 114.1680251 22.3190686)",edge,1570,True,0.0,,-0.978929470948952
308473191,6364821073,1200878744,secondary,3.0,上海街 Shanghai Street,True,False,16.9495325780937,,,,,,,,,"LINESTRING (114.1681318 22.3190943, 114.1681617 22.3189444)",edge,114,True,0.0,,-3.1875559774989384
308473192,3230281110,311890775,primary,5.0,亞皆老街 Argyle Street,True,False,10.80726742592034,,,,,,,,,"LINESTRING (114.1686727 22.3191848, 114.1685696 22.3191661)",edge,1570,True,0.0,,0.6181466895408535
308473193,7205061372,66348958,unclassified,1.0,亞皆老街 Argyle Street,True,False,7.140928475199958,,,,,,,,,"LINESTRING (114.1699183 22.3197024, 114.1699513 22.3196459)",edge,1570,True,0.0,,1.8454315940214228
308473193,7205061371,494707344,tertiary,1.0,西洋菜南街 Sai Yeung Choi Street South,True,False,7.283810968638126,,,,,,,,,"LINESTRING (114.1699183 22.3197024, 114.1699087 22.3196375)",edge,122,True,0.0,,1.1404937241980655
308473195,10250932206,99517977,unclassified,3.0,亞皆老街 Argyle Street,True,False,19.65057737245783,,,,,,,,,"LINESTRING (114.1705858 22.3195863, 114.1707726 22.3196233)",edge,1570,True,0.0,,-11.909500273069234
308473419,4501975098,311890780,primary,3.0,彌敦道 Nathan Road,True,False,45.019574773516126,,,,,,,,,"LINESTRING (114.1702382 22.3153655, 114.1703202 22.3149678)",edge,1192,True,0.0,,-7.553780782374966
308473420,11232787248,99517936,tertiary,1.0,碧街 Pitt Street,True,False,8.402342044359093,,,,,,,,,"LINESTRING (114.1705303 22.3139011, 114.1706108 22.3139139)",edge,115,True,0.0,,1.5763667136823416
308473420,11134510116,1200878749,primary,3.0,彌敦道 Nathan Road,True,False,10.14838944150805,,,,,,,,,"LINESTRING (114.1705303 22.3139011, 114.1705485 22.3138114)",edge,1192,True,0.0,,0.3330664419119679
308473422,9953781642,95489060,tertiary,2.0,山東街 Shantung Street,True,False,8.292744123654415,,,,,,,,,"LINESTRING (114.1697992 22.3175012, 114.1698783 22.3175156)",edge,67,True,0.0,,-4.029636187600948
308473422,9953781649,856179157,primary,3.0,彌敦道 Nathan Road,True,False,8.344836529145923,,,,,,,,,"LINESTRING (114.1697992 22.3175012, 114.1698145 22.3174275)",edge,1192,True,0.0,,1.0204341416747125
308473423,3176514544,856179157,primary,3.0,彌敦道 Nathan Road,True,False,19.478128931542965,,,,,,,,,"LINESTRING (114.1696263 22.3183534, 114.1696616 22.3181813)",edge,1192,True,0.0,,-10.794573653142772
308473424,7983295859,106436298,primary,3.0,彌敦道 Nathan Road,True,False,10.910568811677845,,,,,,,,,"LINESTRING (114.1694289 22.3193121, 114.1694481 22.3192156)",edge,1192,True,0.0,,2.776849574348211
308473424,1151084860,856179158,primary,3.0,亞皆老街 Argyle Street,True,False,11.401504877603806,intersection,,,,,,,,"LINESTRING (114.1694289 22.3193121, 114.16932 22.319293)",edge,1570,True,1.0,,-3.2497437237102287
308473426,10825885963,332099781,residential,1.0,西洋菜南街 Sai Yeung Choi Street South,True,False,5.502667941965141,,,,,,,,,"LINESTRING (114.1701722 22.3184397, 114.1701627 22.3184884)",edge,122,True,0.0,,-0.0711263014233829
308473427,3230280089,102640449,residential,1.0,奶路臣街 Nelson Street,True,False,8.173388149736809,,,,,,,,,"LINESTRING (114.1707291 22.3185465, 114.1706515 22.3185307)",edge,9,True,0.0,,1.0319062891881772
308473429,4862720941,102640416,living_street,1.0,奶路臣街 Nelson Street,True,False,3.8591061329764953,,,,,,,,,"LINESTRING (114.1712844 22.3186542, 114.1712477 22.318647)",edge,9,True,0.0,,-1.283113982052106
308473429,11235236471,102640458,unclassified,2.0,花園街 Fa Yuen Street,True,False,3.4656725547614404,,,,,,,,,"LINESTRING (114.1712844 22.3186542, 114.1712908 22.3186236)",edge,31,True,0.0,,-0.38921955280825
308473546,12052372093,30151018,residential,1.0,花園街 Fa Yuen Street,True,False,7.8629782459220365,,,30.0,,,,,,"LINESTRING (114.1705175 22.3223275, 114.1705316 22.322258)",edge,31,True,0.0,,0.1403473813471467
308473546,12041469830,101183510,residential,1.0,花園街 Fa Yuen Street,True,False,7.86488194754893,,,30.0,,,,,,"LINESTRING (114.1705175 22.3223275, 114.1705033 22.322397)",edge,31,True,0.0,,0.1894160551815775
308473546,12052372097,783803778,tertiary,1.0,弼街 Bute Street,True,False,7.345214140189831,,,30.0,,,,,,"LINESTRING (114.1705175 22.3223275, 114.1704473 22.3223154)",edge,70,True,0.0,,-1.2169207243915283
316731588,10864964066,35894104,unclassified,,金巴倫道 Cumberland Road,True,False,4.137813403372598,,,,,,,,,"LINESTRING (114.1763552 22.3270394, 114.1763604 22.3270025)",edge,26,True,0.0,,3.0423762045350395
316731590,8789236514,35894104,unclassified,,金巴倫道 Cumberland Road,True,False,4.639864997233479,,,,,,,,,"LINESTRING (114.1764363 22.3269149, 114.1764773 22.3268975)",edge,26,True,0.0,,2.011638005797036
316731591,8789236510,268931956,primary,4.0,界限街 Boundary Street,True,False,7.749875861902533,,,,,,,,,"LINESTRING (114.1765209 22.326887, 114.1765962 22.3268894)",edge,629,True,0.0,,0.2553663684721032
316731592,11406997370,28808041,residential,,林肯道 Lincoln Road,False,False,12.557414762156393,,,,,,,,,"LINESTRING (114.1766448 22.3276169, 114.1767668 22.3276211)",edge,9,True,0.0,,-4.082202494032481
316731592,4292132285,35894104,unclassified,,金巴倫道 Cumberland Road,True,False,45.14526223203129,,,,,,,,,"LINESTRING (114.1766448 22.3276169, 114.1764493 22.3272534)",edge,26,True,0.0,,14.73464123148872
316731592,4292143906,35894109,unclassified,,金巴倫道 Cumberland Road,False,True,43.25173346585862,,,,,,,,,"LINESTRING (114.1766448 22.3276169, 114.176832 22.3279652)",edge,26,True,0.0,,-0.9662437391683436
331258075,6374553575,254563914,secondary,2.0,南昌街 Nam Cheong Street,True,False,17.3092314234772,,,,,,,,,"LINESTRING (114.1604939 22.3262772, 114.1606066 22.3263928)",edge,135,True,0.0,,-1.0232033694539424
331258075,1168315954,1327259709,tertiary,2.0,通州街 Tung Chau Street,True,False,6.917673852514507,intersection,,,,,,,,"LINESTRING (114.1604939 22.3262772, 114.1605455 22.3262373)",edge,33,True,0.0,,-1.1675801248082074
331258761,7257383508,102368479,secondary,3.0,聚魚道 Chui Yu Road,True,False,8.590268839693094,,,,,,,,,"LINESTRING (114.1619004 22.3252108, 114.16185 22.3251492)",edge,2,True,0.0,,21.446512740980463
331258761,7257383490,255227450,tertiary,2.0,大角咀道 Tai Kok Tsui Road,True,False,24.088962508132703,,,,,,,,,"LINESTRING (114.1619004 22.3252108, 114.1619454 22.3249982)",edge,18,True,0.0,,-10.017755107329666
331258761,4773779469,777658270,residential,1.0,通州街 Tung Chau Street,True,False,25.49871670031416,,,,,,,,,"LINESTRING (114.1619004 22.3252108, 114.1620928 22.3250662)",edge,33,True,0.0,,-27.1349703493612
331258764,991294650,151226310,unclassified,1.0,菩提街 Lime Street,True,False,41.504190664520294,,,,,,,,,"LINESTRING (114.1646009 22.3228834, 114.1643415 22.3225975)",edge,0,False,0.0,,5.8728003492374565
331269944,332251255,980143700,primary,3.0,彌敦道 Nathan Road,True,False,47.35187855805302,,,,,,,,,"LINESTRING (114.1687862 22.3224821, 114.168869 22.3220632)",edge,1192,True,0.0,,-3.622244861978519
331269982,7242599215,102149742,tertiary,2.0,鴉蘭街 Arran Street,True,False,8.11974806930874,,,,,,,,,"LINESTRING (114.1678205 22.3228573, 114.1677432 22.3228425)",edge,7,True,0.0,,0.5351531906880304
331269982,6236308354,102149750,primary,3.0,荔枝角道 Lai Chi Kok Road,True,False,41.19968204081066,,,,,,,,,"LINESTRING (114.1678205 22.3228573, 114.1675096 22.3230909)",edge,409,True,0.0,,-1.466878095811722
331271265,8184472274,99716372,secondary,2.0,界限街 Boundary Street,True,False,10.8204116334742,,,,,,,,,"LINESTRING (114.1620905 22.326252, 114.1619947 22.3262118)",edge,629,True,0.0,,6.7113373556875455
331271265,8184422692,99716374,secondary,2.0,界限街 Boundary Street,True,False,13.78978160324241,,,,,,,,,"LINESTRING (114.1620905 22.326252, 114.1619597 22.3262792)",edge,629,True,0.0,,12.669198816825745
331271928,2389070841,766535120,tertiary,2.0,詩歌舞街 Sycamore Street,True,False,3.797623438127972,,,,,,,,,"LINESTRING (114.1633544 22.3255505, 114.1633252 22.3255714)",edge,6,True,0.0,,1.1489507251475066
332227468,4858602284,101558281,unclassified,1.0,櫸樹街 Beech Street,True,False,7.707543149186053,,,,,,,,,"LINESTRING (114.1626284 22.3191936, 114.1627007 22.3191754)",edge,1,True,0.0,,-0.8773408573143304
332227468,6364822991,250785191,secondary,4.0,大角咀道 Tai Kok Tsui Road,True,False,12.804549918484408,,,,,,,,,"LINESTRING (114.1626284 22.3191936, 114.1627132 22.3191093)",edge,18,True,0.0,,-1.4723639945005191
332227469,332227468,250785193,secondary,3.0,大角咀道 Tai Kok Tsui Road,True,False,34.83894256155122,,,,,,,,,"LINESTRING (114.1623842 22.3194107, 114.1626284 22.3191936)",edge,18,True,-2.0,,-12.247058594997586
332227470,12093797450,101558271,tertiary,2.0,大角咀道 Tai Kok Tsui Road,True,False,7.12492443189099,,,,,,,,,"LINESTRING (114.1622715 22.3195484, 114.1623081 22.319494)",edge,18,True,0.0,,-2.5407455961728087
332227471,9893504824,101558271,tertiary,2.0,大角咀道 Tai Kok Tsui Road,True,False,6.808311920256627,,,,,,,,,"LINESTRING (114.1621461 22.319874, 114.1621634 22.3198149)",edge,18,True,0.0,,-1.30952647355913
332228049,332233734,30149087,secondary,2.0,櫻桃街 Cherry Street,True,False,40.64487673339562,,,,,,,,,"LINESTRING (114.1620652 22.3179532, 114.1616781 22.3178799)",edge,75,True,0.0,,-1.2958805310668635
332228049,11229660893,263841398,primary,2.0,櫻桃街 Cherry Street,True,False,5.969108480508415,,,,,,,,,"LINESTRING (114.1620652 22.3179532, 114.1620153 22.3179258)",edge,75,True,0.0,,-1.0965073350036818
332228052,5133915668,251339731,secondary,2.0,櫻桃街 Cherry Street,True,False,20.84774633134232,,,,,,,,,"LINESTRING (114.1611738 22.3175995, 114.1609881 22.3175244)",edge,75,True,0.0,,9.221806125840429
332228052,5133915667,278015434,trunk_link,1.0,,True,False,16.18415117662925,,,,,,,,,"LINESTRING (114.1611738 22.3175995, 114.1610375 22.3175268)",edge,0,False,0.0,,7.009160717143967
332228053,12923696790,314020436,secondary_link,2.0,櫻桃街 Cherry Street,True,False,5.213401265857254,,,,,,,,,"LINESTRING (114.1607523 22.3175839, 114.1607478 22.3176306)",edge,75,True,0.0,,2.926615058016461
332228053,1640472747,735252222,secondary,2.0,深旺道 Sham Mong Road,True,False,5.341920952688335,,,,,,,,,"LINESTRING (114.1607523 22.3175839, 114.160733 22.3176285)",edge,20,True,0.0,,4.29173643474134
332228054,5133915669,314020436,secondary_link,2.0,櫻桃街 Cherry Street,True,False,4.28024071355,,,,,,,,,"LINESTRING (114.1607661 22.3177123, 114.1607889 22.3177445)",edge,75,True,0.0,,0.3293289938648175
332228055,12923696792,314020436,secondary_link,2.0,櫻桃街 Cherry Street,True,False,5.533395754654331,,,,,,,,,"LINESTRING (114.160828 22.3177761, 114.1608753 22.3177998)",edge,75,True,0.0,,-2.1806806860791728
332228056,12923696791,30148881,trunk_link,2.0,櫻桃街 Cherry Street,True,False,7.851489874587133,,,,,,,,,"LINESTRING (114.1610049 22.3178523, 114.1610812 22.3178504)",edge,75,True,0.0,,-8.176196481180067
332228056,332228057,437549821,tertiary,2.0,櫻桃街 Cherry Street,True,False,8.064131546907902,,,,,,,,,"LINESTRING (114.1610049 22.3178523, 114.1610712 22.317891)",edge,75,True,-1.0,,-4.352677942656539
332228057,12923696797,735252168,unclassified,1.0,海景街 Hoi King Street,True,False,8.194014665429656,,,,,,,,,"LINESTRING (114.1610712 22.317891, 114.1611134 22.3179535)",edge,0,False,0.0,,-2.2882747336100047
332228057,12923696795,735252202,tertiary,2.0,櫻桃街 Cherry Street,True,False,11.523205109758154,,,,,,,,,"LINESTRING (114.1610712 22.317891, 114.1611689 22.3179417)",edge,75,True,0.0,,-9.207079162401412
332228058,4858594757,250784885,tertiary,2.0,櫻桃街 Cherry Street,True,False,6.653805834928601,,,,,,,,,"LINESTRING (114.1618711 22.3182121, 114.1619278 22.3182409)",edge,75,True,0.0,,1.525911904672644
332228059,6886392427,735252196,tertiary,3.0,大角咀道 Tai Kok Tsui Road,True,False,7.394480222363332,,,,,,,,,"LINESTRING (114.1619959 22.3184896, 114.1619958 22.3185561)",edge,18,True,0.0,,1.3734604725297768
332228061,7257383509,101558241,tertiary,2.0,大角咀道 Tai Kok Tsui Road,True,False,13.538087544434427,,,,,,,,,"LINESTRING (114.1618553 22.3244826, 114.1618337 22.3246027)",edge,18,True,0.0,,2.2567534172538637
332230218,332228059,735252196,tertiary,3.0,大角咀道 Tai Kok Tsui Road,True,False,13.799313724319193,,,,,,,,,"LINESTRING (114.161996 22.3183655, 114.1619959 22.3184896)",edge,18,True,0.0,,4.210766171489138
332230894,12949395246,484612150,secondary,2.0,大角咀道 Tai Kok Tsui Road,True,False,7.711929197483902,,,,,,,,,"LINESTRING (114.1621644 22.3194595, 114.1622391 22.3194536)",edge,18,True,0.0,,-2.004696021988149
