u,v,edge_osmid,highway,lanes,name,oneway,reversed,length,junction,bridge,maxspeed,ref,service,access,area,tunnel,geometry,_record_type,number_of_accident,have_accident,lanes_diff,angle,slope
8571956300,1636543715,923404260,residential,1.0,布力架街 Braga Circuit,True,False,6.554199170762608,,,,,,,,,"LINESTRING (114.1772329 22.3221503, 114.1771737 22.3221285)",edge,0,False,1.0,,3.603232332821075
8571956301,1636543744,150771599,residential,1.0,布力架街 Braga Circuit,True,False,11.544099823843622,,,,,,,,,"LINESTRING (114.1774075 22.3230752, 114.1774667 22.322987)",edge,0,False,0.0,,-0.40812129387091
8571956341,1636543748,150771682,residential,,布力架街 Braga Circuit,False,False,5.6834490871270145,,,,,,,,,"LINESTRING (114.1771369 22.3236719, 114.1771109 22.3236268)",edge,0,False,0.0,,0.7319634751480227
8571956341,1636543750,150771682,residential,,布力架街 Braga Circuit,False,True,5.6929047133879935,,,,,,,,,"LINESTRING (114.1771369 22.3236719, 114.1771488 22.3237219)",edge,0,False,0.0,,-1.0074185914924425
8571956342,1636543746,150771682,residential,,布力架街 Braga Circuit,False,False,7.553989223277702,,,,,,,,,"LINESTRING (114.1770729 22.3235896, 114.1770141 22.3235489)",edge,0,False,0.0,,0.6373657868533027
8571956342,1636543748,150771682,residential,,布力架街 Braga Circuit,False,True,5.691086549231179,,,,,,,,,"LINESTRING (114.1770729 22.3235896, 114.1771109 22.3236268)",edge,0,False,0.0,,-0.4825867032815804
8646771186,6264275958,1482084009,unclassified,1.0,海庭道 Hoi Ting Road,True,False,3.6174657398782615,,,,,,,,,"LINESTRING (114.1647839 22.3129651, 114.1647494 22.3129588)",edge,1,True,0.0,,0.0059373738181045
8661171792,12419680253,934537912,service,,,False,False,1.734170320345754,,,,,,,,,"LINESTRING (114.1764637 22.3186508, 114.1764472 22.3186476)",edge,0,False,0.0,,-0.4734255899850421
8661171792,12419680242,934537912,service,,,False,True,1.815365146949346,,,,,,,,,"LINESTRING (114.1764637 22.3186508, 114.1764805 22.3186558)",edge,0,False,0.0,,0.4833272604078592
8661171793,8661171794,934537912,service,,,False,False,1.7328701816014112,,,,,,,,,"LINESTRING (114.1764036 22.3186675, 114.1763962 22.3186815)",edge,0,False,0.0,,-0.3153581029590501
8661171793,12419680254,934537912,service,,,False,True,1.7311092573028928,,,,,,,,,"LINESTRING (114.1764036 22.3186675, 114.1764154 22.3186564)",edge,0,False,0.0,,0.4192053317476048
8661171794,8661171803,934537912,service,,,False,False,1.735758945604375,,,,,,,,,"LINESTRING (114.1763962 22.3186815, 114.1763942 22.318697)",edge,0,False,0.0,,-0.1644674040642913
8661171794,8661171793,934537912,service,,,False,True,1.7328701816014112,,,,,,,,,"LINESTRING (114.1763962 22.3186815, 114.1764036 22.3186675)",edge,0,False,0.0,,0.3153581029590501
8661171803,8661171805,934537912,service,,,False,False,11.94431608229829,,,,,,,,,"LINESTRING (114.1763942 22.318697, 114.1764076 22.3188037)",edge,0,False,0.0,,3.0819581767011677
8661171803,8661171794,934537912,service,,,False,True,1.735758945604375,,,,,,,,,"LINESTRING (114.1763942 22.318697, 114.1763962 22.3186815)",edge,0,False,0.0,,0.1644674040642913
8661171805,8661171803,934537912,service,,,False,True,11.94431608229829,,,,,,,,,"LINESTRING (114.1764076 22.3188037, 114.1763942 22.318697)",edge,0,False,0.0,,-3.0819581767011677
8661252210,12419680288,721208097,service,,,True,False,3.6741478394618743,,,,,,,,,"LINESTRING (114.1759669 22.3189835, 114.1759846 22.3189548)",edge,0,False,0.0,,-1.516352646098191
8664575339,332242333,934998560,tertiary,2.0,詩歌舞街 Sycamore Street,True,False,8.239613488474214,,,,,,,,,"LINESTRING (114.1643805 22.3237847, 114.1643808 22.3238588)",edge,6,True,1.0,,1.43550236082265
8664583699,2389070853,102283606,residential,2.0,楓樹街 Maple Street,True,False,4.77561954139117,,,,,,,,,"LINESTRING (114.1633342 22.324889, 114.1633036 22.3248567)",edge,22,True,-1.0,,-1.0429112439695698
8664583700,7159249734,102368469,tertiary,3.0,詩歌舞街 Sycamore Street,False,False,12.29481171019228,,,,,,,,,"LINESTRING (114.1642418 22.3245252, 114.1642205 22.324634)",edge,6,True,0.0,,2.6914754100879072
8664583700,5518471063,102368469,tertiary,3.0,詩歌舞街 Sycamore Street,False,True,3.140729847030172,,,,,,,,,"LINESTRING (114.1642418 22.3245252, 114.1642472 22.3244974)",edge,6,True,0.0,,-1.393658020545168
8664583701,5518471063,102368469,tertiary,3.0,詩歌舞街 Sycamore Street,False,False,2.876488024191898,,,,,,,,,"LINESTRING (114.1642525 22.324472, 114.1642472 22.3244974)",edge,6,True,0.0,,1.2705839819647726
8664583701,8664583702,102368469,tertiary,3.0,詩歌舞街 Sycamore Street,False,True,17.306503374022075,,,,,,,,,"LINESTRING (114.1642525 22.324472, 114.1642845 22.3243192)",edge,6,True,0.0,,-8.416824926698965
8664583702,8664583701,102368469,tertiary,3.0,詩歌舞街 Sycamore Street,False,False,17.306503374022075,,,,,,,,,"LINESTRING (114.1642845 22.3243192, 114.1642525 22.324472)",edge,6,True,0.0,,8.416824926698965
8664583702,6576843537,935002470,tertiary,3.0,詩歌舞街 Sycamore Street,False,True,45.777771627879915,,,,,,,,,"LINESTRING (114.1642845 22.3243192, 114.164369 22.323915)",edge,6,True,0.0,,2.803502606879766
8689306790,13108582029,564207413,motorway_link,1.0,中九龍繞道 Central Kowloon Bypass,True,False,14.619500386048996,interchange,yes,,,,,,,"LINESTRING (114.1635828 22.3105612, 114.1634583 22.3104978)",edge,0,False,0.0,,3.094638105284073
8689306791,1624950136,1375570559,primary,2.0,連翔道 Lin Cheung Road,True,False,20.09247681542213,interchange,,,,,,,,"LINESTRING (114.1633364 22.3104695, 114.1633811 22.3102936)",edge,198,True,0.0,,-20.870847620097916
8689306792,13380795775,801278840,primary,1.0,連翔道 Lin Cheung Road,True,False,6.797421963247016,interchange,,,,,,,,"LINESTRING (114.1625557 22.3117471, 114.1625834 22.3116916)",edge,198,True,0.0,,0.1556780343626621
8689306793,11081087760,282735531,primary,2.0,連翔道 Lin Cheung Road,True,False,17.16949763961847,interchange,,,,,,,,"LINESTRING (114.1628872 22.3112212, 114.1629925 22.3111014)",edge,198,True,0.0,,-0.2619871687713681
8711600953,12153034760,1342563304,service,,,False,False,3.846926000545654,,,,,driveway,destination,,,"LINESTRING (114.1763637 22.3111323, 114.1763994 22.311122)",edge,0,False,0.0,,2.251936650408518
8711600953,11183239366,1342563304,service,,,False,True,6.507653000305108,,,,,driveway,destination,,,"LINESTRING (114.1763637 22.3111323, 114.1763033 22.3111497)",edge,0,False,0.0,,-3.681524777051715
8711600966,2774815484,103020385,service,,,True,False,1.473311647522988,,,,,,,,,"LINESTRING (114.1779959 22.3110319, 114.1779922 22.3110191)",edge,0,False,0.0,,-0.8749338877755252
8711600967,1189559927,103020385,service,,,True,False,5.7333750705932225,,,,,,,,,"LINESTRING (114.1779818 22.311009, 114.177935 22.310981)",edge,0,False,0.0,,-6.352787998545003
8711600968,582596629,1426337007,trunk,3.0,公主道 Princess Margaret Road,True,False,17.634189274289252,,,70.0,1.0,,,,,"LINESTRING (114.1778723 22.3108619, 114.1779579 22.3107245)",edge,1413,True,0.0,,-10.536397375783343
8711600969,1189559927,103020616,service,,,True,False,2.3868529824349607,,,,,,,,,"LINESTRING (114.1779176 22.3109952, 114.177935 22.310981)",edge,0,False,0.0,,0.5654982417971269
8711600970,8711600972,103020616,service,,,True,False,5.15802793327341,,,,,,,,,"LINESTRING (114.1778193 22.3110151, 114.1778691 22.3110097)",edge,0,False,0.0,,3.680276020451025
8711600971,8711600969,103020616,service,,,True,False,2.8291923868354067,,,,,,,,,"LINESTRING (114.1778925 22.3110056, 114.1779176 22.3109952)",edge,0,False,0.0,,1.1745924074142455
8711600972,8711600971,103020616,service,,,True,False,2.44996512214581,,,,,,,,,"LINESTRING (114.1778691 22.3110097, 114.1778925 22.3110056)",edge,0,False,0.0,,1.5879273972187964
8711620738,11425132145,519417394,service,,,False,False,4.757981122878479,,,,,,,,,"LINESTRING (114.1790872 22.3112245, 114.1790538 22.3111949)",edge,0,False,0.0,,-0.5201329141222749
8711620738,7405473028,519417394,service,,,False,True,2.8397778686384028,,,,,,,,,"LINESTRING (114.1790872 22.3112245, 114.1791071 22.3112422)",edge,0,False,0.0,,0.1492450106382323
8726833391,8726833392,101205479,primary_link,3.0,麗翔道 Lai Cheung Road,True,False,6.839775623988726,intersection,,,,,,,,"LINESTRING (114.1671639 22.3123392, 114.1672278 22.3123222)",edge,39,True,0.0,,-4.2297910200246
8726833392,332243088,101205479,primary_link,3.0,麗翔道 Lai Cheung Road,True,False,6.077489392732899,intersection,,,,,,,,"LINESTRING (114.1672278 22.3123222, 114.1672753 22.3122897)",edge,39,True,-1.0,,-3.970322732801443
8726833393,8726833391,101205479,primary_link,3.0,麗翔道 Lai Cheung Road,True,False,8.318123100648647,intersection,,,,,,,,"LINESTRING (114.1670831 22.3123421, 114.1671639 22.3123392)",edge,39,True,0.0,,-4.519351515293544
8726833394,8726833395,637224292,primary_link,2.0,窩打老道 Waterloo Road,True,False,8.440273534945092,,,,,,,,,"LINESTRING (114.1672309 22.3123716, 114.1671491 22.3123775)",edge,3146,True,0.0,,4.639488344249222
8726833395,8726833396,637224292,primary_link,2.0,窩打老道 Waterloo Road,True,False,6.054836053300002,,,,,,,,,"LINESTRING (114.1671491 22.3123775, 114.1670934 22.3123951)",edge,3146,True,0.0,,3.6391936619116954
8726833396,7151546696,637224292,primary_link,2.0,窩打老道 Waterloo Road,True,False,3.964120607042088,,,,,,,,,"LINESTRING (114.1670934 22.3123951, 114.1670615 22.3124151)",edge,3146,True,0.0,,1.198367226979728
8742382214,8201649651,1375570562,primary_link,1.0,油麻地交匯處 Yau Ma Tei Interchange,True,False,27.24410135162872,interchange,,,,,,,,"LINESTRING (114.1633163 22.310914, 114.1633855 22.3106775)",edge,4,True,0.0,,-7.505074745360138
8742382215,8742382214,881921238,primary_link,1.0,油麻地交匯處 Yau Ma Tei Interchange,True,False,30.70793836527214,interchange,,,,,,,,"LINESTRING (114.1632417 22.3111814, 114.1633163 22.310914)",edge,4,True,0.0,,1.085383981872109
8742382216,8742415519,881921238,primary_link,1.0,油麻地交匯處 Yau Ma Tei Interchange,True,False,11.829696645301873,interchange,,,,,,,,"LINESTRING (114.1631522 22.3114553, 114.163183 22.3113528)",edge,4,True,0.0,,-0.3166362458831737
8742415517,8742382216,881921238,primary_link,1.0,油麻地交匯處 Yau Ma Tei Interchange,True,False,7.432566575296058,interchange,,,,,,,,"LINESTRING (114.1631252 22.3115173, 114.1631522 22.3114553)",edge,4,True,0.0,,0.0456675684637814
8742415519,8742382215,881921238,primary_link,1.0,油麻地交匯處 Yau Ma Tei Interchange,True,False,19.99256672374915,interchange,,,,,,,,"LINESTRING (114.163183 22.3113528, 114.1632417 22.3111814)",edge,4,True,0.0,,-0.1615943267515403
8763098745,6357916692,101515901,primary,3.0,麗翔道 Lai Cheung Road,True,False,5.434275019453572,,,,,,,,,"LINESTRING (114.1668935 22.3124422, 114.1669459 22.3124484)",edge,39,True,0.0,,0.6521939633664461
8764628260,1168315964,282735512,primary,1.0,麗翔道 Lai Cheung Road,True,False,9.112938844081746,interchange,,,,,,,,"LINESTRING (114.1646432 22.3120757, 114.1647308 22.3120879)",edge,39,True,0.0,,-0.3663725292695682
8764628261,334650656,101193778,primary_link,2.0,麗翔道 Lai Cheung Road,True,False,12.678757100731728,interchange,,,,,,,,"LINESTRING (114.1646357 22.3119147, 114.1647577 22.3119309)",edge,39,True,0.0,,-0.1767360910588027
8764628269,6176142540,947001196,junction,,油麻地交匯處 Yau Ma Tei Interchange,False,False,4.230697819350403,interchange,,,,,,,,"LINESTRING (114.1645023 22.3122431, 114.1645293 22.3122144)",edge,4,True,0.0,,-0.4989825987814281
8764628269,6176142539,947001196,junction,,油麻地交匯處 Yau Ma Tei Interchange,False,True,2.020308307949191,interchange,,,,,,,,"LINESTRING (114.1645023 22.3122431, 114.1644894 22.3122568)",edge,4,True,0.0,,0.2110442999292196
8764628270,8765918982,101193755,primary_link,1.0,麗翔道 Lai Cheung Road,True,False,2.3044339323804808,interchange,,,,,,,,"LINESTRING (114.1645816 22.3122448, 114.1645936 22.3122623)",edge,39,True,0.0,,0.470019133016839
8764628273,1172166343,101193767,primary,1.0,麗翔道 Lai Cheung Road,True,False,9.9905665147369,intersection,,,,,,,,"LINESTRING (114.1647411 22.3120895, 114.1648368 22.3121048)",edge,39,True,0.0,,-0.1266086797286769
8764628278,6032752904,807682108,secondary,1.0,麗翔道 Lai Cheung Road,True,False,4.3066064372352155,,,,,,,,,"LINESTRING (114.1649729 22.3118928, 114.1649314 22.3118877)",edge,39,True,0.0,,-0.22190665455965
8764628279,7553815427,806992599,primary_link,1.0,,True,False,3.455242214421303,,,,,,,,,"LINESTRING (114.1649967 22.3118289, 114.1649746 22.3118055)",edge,0,False,0.0,,-0.2344182990491692
8764628282,6266316396,26379425,unclassified,2.0,巧翔街 Hau Cheung Street,False,False,6.798957372267699,,,,,,,,,"LINESTRING (114.1659651 22.3118643, 114.1659739 22.3118037)",edge,0,False,0.0,,-0.3596503540842319
8764628282,279076776,26379425,unclassified,2.0,巧翔街 Hau Cheung Street,False,True,7.811449739900824,,,,,,,,,"LINESTRING (114.1659651 22.3118643, 114.1659587 22.3119343)",edge,0,False,0.0,,0.3718067307263271
8764628287,5022465000,282735510,primary,2.0,麗翔道 Lai Cheung Road,True,False,5.947464249437366,interchange,,,,,,,,"LINESTRING (114.1640857 22.3119927, 114.1641431 22.3119991)",edge,39,True,0.0,,-0.1521443587725428
8764628288,6635834029,30343571,primary_link,1.0,麗翔道 Lai Cheung Road,True,False,1.5311105507057676,,,,,,,,,"LINESTRING (114.1648966 22.312305, 114.1649061 22.3122944)",edge,39,True,0.0,,-0.2837599692965445
8764628289,5118308274,30343571,primary_link,1.0,麗翔道 Lai Cheung Road,True,False,7.9618316113356995,,,,,,,,,"LINESTRING (114.1649443 22.3122529, 114.1650103 22.3122155)",edge,39,True,0.0,,-1.0078124904768877
8764628290,1172166339,706225987,tertiary,4.0,海泓道 Hoi Wang Road,True,False,18.435323000142947,,,,,,,,,"LINESTRING (114.1647654 22.3125264, 114.1648004 22.3123638)",edge,38,True,-1.0,,-5.911600374892384
8764628291,1172166382,946831550,tertiary,3.0,海泓道 Hoi Wang Road,True,False,8.655873305484912,,,,,,,,,"LINESTRING (114.1646882 22.3127331, 114.1647345 22.3126681)",edge,38,True,1.0,,-0.6099737117695224
8765918927,7615207446,947001196,junction,,油麻地交匯處 Yau Ma Tei Interchange,False,False,3.668646245143186,interchange,,,,,,,,"LINESTRING (114.1649674 22.3104284, 114.1649882 22.3104016)",edge,4,True,0.0,,0.0195014657966002
8765918927,12736441411,947001196,junction,,油麻地交匯處 Yau Ma Tei Interchange,False,True,3.5590574720784427,interchange,,,,,,,,"LINESTRING (114.1649674 22.3104284, 114.1649398 22.3104477)",edge,4,True,0.0,,-0.2007737652403053
8765918930,8765918931,947001196,junction,,油麻地交匯處 Yau Ma Tei Interchange,False,False,144.87821391044497,interchange,,,,,,,,"LINESTRING (114.1625963 22.3130857, 114.1620737 22.3142956)",edge,4,True,0.0,,-2.3737656696812253
8765918930,4832645887,947001196,junction,,油麻地交匯處 Yau Ma Tei Interchange,False,True,4.417907339033129,interchange,,,,,,,,"LINESTRING (114.1625963 22.3130857, 114.1625946 22.313046)",edge,4,True,0.0,,-0.8539703311689466
8765918931,8765918973,947001196,junction,,油麻地交匯處 Yau Ma Tei Interchange,False,False,43.072058285795386,interchange,,,,,,,,"LINESTRING (114.1620737 22.3142956, 114.1619651 22.3146697)",edge,4,True,0.0,,5.47043486879629
8765918931,8765918930,947001196,junction,,油麻地交匯處 Yau Ma Tei Interchange,False,True,144.87821391044497,interchange,,,,,,,,"LINESTRING (114.1620737 22.3142956, 114.1625963 22.3130857)",edge,4,True,0.0,,2.3737656696812253
8765918949,12736441410,947001196,junction,,油麻地交匯處 Yau Ma Tei Interchange,False,False,6.138712631645842,interchange,,,,,,,,"LINESTRING (114.164837 22.3104897, 114.1648933 22.3104714)",edge,4,True,0.0,,1.0716250575133657
8765918949,12736441409,947001196,junction,,油麻地交匯處 Yau Ma Tei Interchange,False,True,8.997883164650018,interchange,,,,,,,,"LINESTRING (114.164837 22.3104897, 114.1647519 22.3105084)",edge,4,True,0.0,,-2.53814572334053
8765918950,12736441408,947001196,junction,,油麻地交匯處 Yau Ma Tei Interchange,False,False,9.052012905080913,interchange,,,,,,,,"LINESTRING (114.1645709 22.3105233, 114.1646587 22.3105179)",edge,4,True,0.0,,2.944071078379449
8765918950,8765918951,947001196,junction,,油麻地交匯處 Yau Ma Tei Interchange,False,True,11.925431109786334,interchange,,,,,,,,"LINESTRING (114.1645709 22.3105233, 114.1644551 22.3105283)",edge,4,True,0.0,,-4.176694930325177
8765918951,8765918950,947001196,junction,,油麻地交匯處 Yau Ma Tei Interchange,False,False,11.925431109786334,interchange,,,,,,,,"LINESTRING (114.1644551 22.3105283, 114.1645709 22.3105233)",edge,4,True,0.0,,4.176694930325177
8765918951,8765918952,947001196,junction,,油麻地交匯處 Yau Ma Tei Interchange,False,True,8.84917122137564,interchange,,,,,,,,"LINESTRING (114.1644551 22.3105283, 114.1643691 22.3105301)",edge,4,True,0.0,,-3.1101674765445244
8765918952,8765918951,947001196,junction,,油麻地交匯處 Yau Ma Tei Interchange,False,False,8.84917122137564,interchange,,,,,,,,"LINESTRING (114.1643691 22.3105301, 114.1644551 22.3105283)",edge,4,True,0.0,,3.1101674765445244
8765918952,12736441407,947001196,junction,,油麻地交匯處 Yau Ma Tei Interchange,False,True,11.363250961691143,interchange,,,,,,,,"LINESTRING (114.1643691 22.3105301, 114.1642587 22.3105335)",edge,4,True,0.0,,-3.516367181066322
8765918953,12736441407,947001196,junction,,油麻地交匯處 Yau Ma Tei Interchange,False,False,26.35617145051186,interchange,,,,,,,,"LINESTRING (114.1640036 22.3105115, 114.1642587 22.3105335)",edge,4,True,0.0,,7.587162791472608
8765918953,8765918954,947001196,junction,,油麻地交匯處 Yau Ma Tei Interchange,False,True,18.814178404975543,interchange,,,,,,,,"LINESTRING (114.1640036 22.3105115, 114.1638527 22.3104159)",edge,4,True,0.0,,-3.98124927158894
8765918954,8765918953,947001196,junction,,油麻地交匯處 Yau Ma Tei Interchange,False,False,18.814178404975543,interchange,,,,,,,,"LINESTRING (114.1638527 22.3104159, 114.1640036 22.3105115)",edge,4,True,0.0,,3.98124927158894
8765918954,8765918955,947001196,junction,,油麻地交匯處 Yau Ma Tei Interchange,False,True,26.025049795109947,interchange,,,,,,,,"LINESTRING (114.1638527 22.3104159, 114.1637729 22.3101938)",edge,4,True,0.0,,-44.62838833798149
8765918955,8765918954,947001196,junction,,油麻地交匯處 Yau Ma Tei Interchange,False,False,26.025049795109947,interchange,,,,,,,,"LINESTRING (114.1637729 22.3101938, 114.1638527 22.3104159)",edge,4,True,0.0,,44.62838833798149
8765918968,5627239669,947001196,junction,,油麻地交匯處 Yau Ma Tei Interchange,False,False,67.71936788235035,interchange,,,,,,,,"LINESTRING (114.1605485 22.3127397, 114.1604503 22.3121375)",edge,4,True,0.0,,5.775115539547307
8765918968,1640472730,947001196,junction,,油麻地交匯處 Yau Ma Tei Interchange,False,True,5.278326585632012,interchange,,,,,,,,"LINESTRING (114.1605485 22.3127397, 114.1605996 22.3127354)",edge,4,True,0.0,,1.3243030902549398
8765918969,5627239660,947001196,junction,,油麻地交匯處 Yau Ma Tei Interchange,False,False,35.700641662893425,interchange,,,,,,,,"LINESTRING (114.1603934 22.3117807, 114.1603433 22.311463)",edge,4,True,0.0,,-2.842513718218689
8765918969,5627239669,947001196,junction,,油麻地交匯處 Yau Ma Tei Interchange,False,True,40.103860321445495,interchange,,,,,,,,"LINESTRING (114.1603934 22.3117807, 114.1604503 22.3121375)",edge,4,True,0.0,,-1.3933989389918762
8765918970,13156797953,947001196,junction,,油麻地交匯處 Yau Ma Tei Interchange,False,False,103.227470616289,interchange,,,,,,,,"LINESTRING (114.1608935 22.3137981, 114.1608591 22.3128703)",edge,4,True,0.0,,2.392536708242552
8765918970,339051602,947001196,junction,,油麻地交匯處 Yau Ma Tei Interchange,False,True,17.634489062942126,interchange,,,,,,,,"LINESTRING (114.1608935 22.3137981, 114.1610633 22.3138199)",edge,4,True,0.0,,-3.6856665083349673
8765918971,2861669109,947001196,junction,,油麻地交匯處 Yau Ma Tei Interchange,False,False,7.891438140096605,interchange,,,,,,,,"LINESTRING (114.1613119 22.3138515, 114.1612357 22.3138433)",edge,4,True,0.0,,-0.4145812297942162
8765918971,13156797954,947001196,junction,,油麻地交匯處 Yau Ma Tei Interchange,False,True,21.7108574775685,interchange,,,,,,,,"LINESTRING (114.1613119 22.3138515, 114.1612581 22.3140403)",edge,4,True,0.0,,1.9722505169379028
8765918972,6276353656,947001196,junction,,油麻地交匯處 Yau Ma Tei Interchange,False,False,59.02661886805748,interchange,,,,,,,,"LINESTRING (114.1616524 22.3146202, 114.161606 22.3140911)",edge,4,True,0.0,,-1.560989716507542
8765918972,4501965609,947001196,junction,,油麻地交匯處 Yau Ma Tei Interchange,False,True,5.877178416456509,interchange,,,,,,,,"LINESTRING (114.1616524 22.3146202, 114.1617092 22.3146259)",edge,4,True,0.0,,-1.0936030878185417
8765918973,2866714637,947001196,junction,,油麻地交匯處 Yau Ma Tei Interchange,False,False,14.004797026836703,interchange,,,,,,,,"LINESTRING (114.1619651 22.3146697, 114.1618332 22.3146385)",edge,4,True,0.0,,-9.606318584153568
8765918973,8765918931,947001196,junction,,油麻地交匯處 Yau Ma Tei Interchange,False,True,43.072058285795386,interchange,,,,,,,,"LINESTRING (114.1619651 22.3146697, 114.1620737 22.3142956)",edge,4,True,0.0,,-5.47043486879629
8765918981,8764628270,101193755,primary_link,1.0,麗翔道 Lai Cheung Road,True,False,1.4629827504810258,interchange,,,,,,,,"LINESTRING (114.1645745 22.3122334, 114.1645816 22.3122448)",edge,39,True,0.0,,0.3652840822529353
8765918982,1168315992,101193755,primary_link,1.0,麗翔道 Lai Cheung Road,True,False,0.6662782383890605,interchange,,,,,,,,"LINESTRING (114.1645936 22.3122623, 114.164597 22.3122674)",edge,39,True,0.0,,0.1336694726489154
8766003549,339051995,947010926,trunk_link,1.0,海寶路 Hoi Po Road,True,False,30.812890720154204,,,80.0,,,,,,"LINESTRING (114.1606364 22.3128775, 114.1607061 22.313147)",edge,1,True,1.0,,-3.51843522567456
8766003550,339051995,947010925,trunk,2.0,油麻地交匯處 Yau Ma Tei Interchange,True,False,29.903573800556963,,,,,,,,,"LINESTRING (114.1606971 22.3128782, 114.1607061 22.313147)",edge,4,True,0.0,,-4.313938671598681
8766003554,2868161549,282735514,trunk,3.0,連翔道 Lin Cheung Road,True,False,58.91703704260277,,,80.0,,,,,,"LINESTRING (114.1607779 22.3136492, 114.160757 22.3141787)",edge,198,True,0.0,,7.121611139749063
8766021730,11104977139,947012305,primary,3.0,油麻地交匯處 Yau Ma Tei Interchange,True,False,47.913271559603835,interchange,yes,50.0,,,,,,"LINESTRING (114.1606096 22.3106084, 114.1605139 22.3110301)",edge,4,True,0.0,,-4.243033949979608
8766021731,8766021730,947001217,primary,3.0,油麻地交匯處 Yau Ma Tei Interchange,True,False,11.452270717803204,interchange,yes,50.0,,,,,,"LINESTRING (114.1606297 22.3105071, 114.1606096 22.3106084)",edge,4,True,0.0,,-0.4145850248175567
8767795128,8767795138,947192522,secondary,2.0,博文街 Pok Man Street,True,False,16.828752385026334,,,,,,,,,"LINESTRING (114.1610223 22.3194728, 114.1611859 22.3194722)",edge,4,True,0.0,,6.493571107883919
8767795138,3696283357,947192522,secondary,2.0,博文街 Pok Man Street,True,False,66.48245325923126,,,,,,,,,"LINESTRING (114.1611859 22.3194722, 114.1618321 22.3194611)",edge,4,True,0.0,,1.4026942318694215
8767795142,6886392404,151226291,unclassified,1.0,富貴街 Foo Kwai Street,True,False,6.750185955746651,,,,,,,,,"LINESTRING (114.1613563 22.3191319, 114.1612908 22.3191356)",edge,0,False,0.0,,-3.3635120950537796
8767795143,13395287282,1460516471,service,,,True,False,1.5878653247319996,,,,,driveway,customers,,,"LINESTRING (114.161291 22.3183003, 114.161304 22.318308)",edge,0,False,0.0,,0.0130634375087201
8767795650,1640472815,735252195,tertiary,3.0,大角咀道 Tai Kok Tsui Road,True,False,4.729416881186802,,,,,,,,,"LINESTRING (114.1619879 22.3190891, 114.1619861 22.3191316)",edge,18,True,0.0,,0.6234299962834089
8767974619,6370217684,947213764,trunk,3.0,連翔道 Lin Cheung Road,True,False,15.287290034286269,,,70.0,,,,,,"LINESTRING (114.1609633 22.316804, 114.1610132 22.3166745)",edge,198,True,0.0,,-1.323488049374479
8767974620,334649728,947213768,trunk,3.0,連翔道 Lin Cheung Road,True,False,20.761114029424395,,,70.0,,,,,,"LINESTRING (114.1607523 22.3172817, 114.1608432 22.317115)",edge,198,True,0.0,,-5.1321406417738435
8768492967,8201906508,947251213,primary,3.0,窩打老道 Waterloo Road,True,False,28.424052170625423,,,,,,,,,"LINESTRING (114.169744 22.3128849, 114.1700159 22.3129304)",edge,3146,True,0.0,,13.619847014368196
8768492968,11134374499,987256888,tertiary,1.0,砵蘭街 Portland Street,True,False,73.11183237112438,,,,,,,,,"LINESTRING (114.1700053 22.3129875, 114.1698729 22.3136335)",edge,37,True,0.0,,17.10347956783749
8768497246,4421445236,102640444,residential,1.0,,False,False,36.41220587220456,,,,,,,,,"LINESTRING (114.1711279 22.31263, 114.1714748 22.3126951)",edge,0,False,0.0,,19.77577932265698
8768497246,6384078854,102640444,residential,1.0,,False,True,26.33209307011007,,,,,,,,,"LINESTRING (114.1711279 22.31263, 114.1708768 22.312584)",edge,0,False,0.0,,-9.686524494776492
8768497259,6384078871,150801668,tertiary,2.0,文明里 Man Ming Lane,True,False,1.3066386484453854,,,,,,,,,"LINESTRING (114.1707372 22.3118682, 114.1707245 22.311868)",edge,23,True,0.0,,1.0854125515223432
8768497260,1636768930,150801668,tertiary,2.0,文明里 Man Ming Lane,True,False,35.16359107500064,,,,,,,,,"LINESTRING (114.170708 22.3118655, 114.1703709 22.3118131)",edge,23,True,0.0,,-25.9032324127383
8788535512,1171655916,150801680,service,,,False,False,36.53473256169703,,,,,,,,,"LINESTRING (114.1690095 22.3117966, 114.1686605 22.3117357)",edge,0,False,0.0,,-11.56710062202064
8789236500,6384004967,268931956,primary,4.0,界限街 Boundary Street,True,False,5.21968783683193,,,,,,,,,"LINESTRING (114.1772723 22.3269182, 114.177323 22.3269202)",edge,629,True,0.0,,-2.5491368675875727
8789236501,6384004963,681689042,service,1.0,,True,False,5.0371372926761895,,,,,driveway,,,,"LINESTRING (114.1773244 22.3268565, 114.1773244 22.3268112)",edge,0,False,0.0,,1.2223318429174794
8789236504,4292132283,268931956,primary,4.0,界限街 Boundary Street,True,False,40.02854784133533,,,,,,,,,"LINESTRING (114.1775101 22.3269282, 114.1778987 22.3269475)",edge,629,True,0.0,,-4.9095449905801285
8789236505,6384004964,1082799879,service,1.0,,True,False,7.10834324739642,,,,,driveway,,,,"LINESTRING (114.177463 22.3268615, 114.177461 22.3269254)",edge,0,False,3.0,,-0.1077424316590951
8789236506,8789236505,1082799879,service,1.0,,True,False,3.925307746686298,,,,,driveway,,,,"LINESTRING (114.1774633 22.3268262, 114.177463 22.3268615)",edge,0,False,0.0,,-0.0874547800265769
8789236510,6769161980,268931956,primary,4.0,界限街 Boundary Street,True,False,7.55771252708495,,,,,,,,,"LINESTRING (114.1765962 22.3268894, 114.1766696 22.3268925)",edge,629,True,0.0,,0.1069977361125561
